Testbed,Hazard,Model_Type,Model_Name,(Intercept),AG_MIN,UTIL_CONS,MANU,WHOLE,RETAIL,TRANS,INFO,FINANCE,REALE,PROF_MAN,ADMIN_EDU,HEALTH,ART,ACCO,OTHER,HS1,HS2,HS3,HS4
Joplin,tornado,sector_model,DFFD _ ART_L3,-0.0459007650441678,0,0.00188143891135421,-0.00021243062562048,-0.00255824196840008,-0.00128521369314767,6.40197219841504e-05,0.0012551676410012,0.000826051132647515,0.00132661980500119,-0.000158093833509327,0,0.000854839554013771,-0.422117898577442,7.47279666377618e-06,0.000253626322714824,-0.00191513108610495,-0.00389725028835359,-0.00452641381885936,-0.00186601839236556
Joplin,tornado,sector_model,DFFD _ ACCO_L1,-2.52914893669103,0,0.0173597111465699,-0.00482912136657904,-0.0308623322628353,-0.0194551371131496,0,0,0.0153386570263757,0,-0.00197530746667419,0.0241419375511009,0.010649106378459,0,-1.24524858514923,0.0317064993061207,-0.0217608145015452,-0.0481296828045045,-0.0554964761957914,-0.0224934833826474
Joplin,tornado,sector_model,DFFD _ ACCO_L2,-1.4555370776812,0,0.0135956520021742,-0.00254745183291726,-0.0144475172570076,-0.00929970877404063,-0.000814891135661826,0.00716242665726892,0.0217645730630412,0.0356848308437682,-0.0023319997447022,0.007296473583466,0.0119237985905734,0.00702214650984184,-0.609651675783405,0.00785888413732537,-0.0112912983625401,-0.0236554638311819,-0.0272169547445104,-0.0111880401927766
Joplin,tornado,sector_model,DFFD _ ACCO_L3,-0.249036771856779,0,0.0012557790346324,-0.00016175214905221,-0.00174322524134447,-0.000956194060600261,3.38964315918887e-05,0.000804191617705443,0.000754816142287679,0.00114659347087828,0,0.000151961501813454,0.000694578680899455,0.00131456384339497,-0.0625373439076267,0.000253653231910829,-0.00107243806181929,-0.00232231180553234,-0.00266266196454703,-0.00110036811251868
Joplin,tornado,sector_model,DFFD _ OTHER_L1,-1.74713438284366,0,0.00268855974798622,-0.000757210447786809,-0.00567989604572389,-0.00369620609197065,0,0,0.00254667573509014,0,-9.02589349898819e-05,0.00464236363463213,0.00168554384824337,0,0.0300502874643171,-0.297240243745501,-0.00425278382193381,-0.00919711095308124,-0.010768573153071,-0.00431231991273672
Joplin,tornado,sector_model,DFFD _ OTHER_L2,-1.05083295845478,0,0.00264223310617781,0,-0.00321064663815496,-0.00237178502372066,0,0,0.00481429083039639,0.00814247517577269,0,0.00103424607797609,0.00260526120072316,0,0.00512233372096396,-0.215892445812821,-0.0027262104796799,-0.00676536570917958,-0.00791056646756145,-0.00319123529310661
Joplin,tornado,sector_model,DFFD _ OTHER_L3,-0.386787489800861,0,0.0010096755090832,-7.17240073399894e-05,-0.00151699709898129,-0.000843863085274828,0,0.000719639776338288,0.000532594481643113,0.000863048054840745,0,1.50353996414767e-05,0.000542557318193164,0.00125953319192212,0,-0.064185347729542,-0.000975058210176098,-0.00208611613953276,-0.00242955231301503,-0.00099131139309133
Joplin,tornado,sector_model,DFFD _ OTHER_L4,-0.138891549464905,0,0,0,0,-1.33471194515359e-06,0,0,0,0,0,0,0,0,0,-0.00110113128291926,0,-1.03237149735514e-05,-1.8318205243783e-05,-5.53509092420016e-06
Joplin,tornado,sector_model,DFFD _ FED_L1,-0.023587914403323,0,-5.24314296162554e-06,0,0,0,0,0,0,0,0,0,-4.80744372574666e-06,0,0,0,0,0,0,0
Joplin,tornado,sector_model,DFFD _ FED_L2,-0.161733027153337,0,-0.00146229489678819,-8.23936358611789e-05,0.00046681676241916,0.000213261370076113,-0.000130025603030247,-0.000758815575763434,-0.000676722318213914,-0.0017619095737951,-2.49246087611655e-05,-0.000398118260585703,-0.00110497618742875,-0.000780854788968687,-0.000783401184772278,-0.000292582781744486,9.17361859246839e-05,0.000252878703960411,0.00028347479496775,0.000127575580008332
Joplin,tornado,sector_model,DFFD _ FED_L3,-0.0920075444799932,0,-0.000183068284115252,0,3.64947091149418e-05,1.99477865853819e-05,0,-4.62182811244937e-05,-7.53692928002652e-05,-0.000222098793363805,0,-4.48522369315157e-05,-0.000145112594372461,0,-0.000112760284877636,-2.78749382217863e-05,0,2.44257669289342e-05,2.8009196510582e-05,1.25379338132767e-05
Joplin,tornado,sector_model,DFFD _ STATE_L1,-0.0848182627719828,0,0,0,-9.38202170364744e-06,-4.83523365411246e-06,0,0,0,0,0,1.85407630750452e-05,0,0,0.000140991547699322,1.00609577614541e-05,-2.98157897315082e-05,-0.000104031611565188,-0.000116893428386196,-4.27435705717951e-05
Joplin,tornado,sector_model,DFFD _ STATE_L2,-0.119303517671707,0,0.000626390597000764,0.000255967942935748,-0.000875253915118275,-0.000439192853335117,0.000232329561230414,0.00018350671205769,0.000942616794732549,0.00143862221943436,0.000212951504854088,0.000800762556780149,0.0008656974847331,5.80260641250378e-06,0.0011947988111796,0.00043386037497645,-0.00118481412578006,-0.00269741132390658,-0.00312902091743145,-0.00115339639902201
Joplin,tornado,sector_model,DFFD _ STATE_L3,-0.157360654888119,0,7.84799312137926e-05,3.77180449652071e-05,-0.000206148822238071,-8.6379356852747e-05,5.37233715306493e-06,0,0,0,2.60055035391949e-05,6.4010350787442e-05,8.44996673011944e-05,0,0,0,-0.00023495784870473,-0.000584984915752449,-0.000669162673085023,-0.000248921168249771
Joplin,tornado,sector_model,DFFD _ COUNTY_L1,-0.11710898927734,0,6.2040446258432e-05,8.61470386068367e-05,-0.000193704778642847,-7.52090467760606e-05,4.70050686865537e-05,0,0,-6.17616271859432e-05,1.64952864695309e-05,0.000338540547764938,0.000135290149034972,0,0.00128328964269307,0.000264885851973231,-0.000330897246330573,-0.000793598564741091,-0.000911500183763692,-0.000334736096399187
Joplin,tornado,sector_model,DFFD _ COUNTY_L2,-0.0589082218971487,0,0.00333771012232734,0.00185621249186994,-0.00358189580406304,-0.00155672462939212,0.0022397013443046,0.00163809358722472,0.00505332473362308,0.00721171208956474,0.00168937623010967,0.0043118510410281,0.00474305359220419,0.00221498735006591,0.00616671514289985,0.00245691760762985,-0.00553501689369921,-0.0122745187726703,-0.0143176155340353,-0.00526115030021876
Joplin,tornado,sector_model,DFFD _ COUNTY_L3,-0.161633460797137,0,0.000795444687004734,0.000516607651048917,-0.00118243091102713,-0.00042778105468637,0.000751699678947858,0.00044848230194699,0.000146856159157219,0,0.000623184097632055,0.000687792411190402,0.000855175044551954,0.000974825811620701,3.23547296022375e-05,0.000234308745092262,-0.00144500416319984,-0.00326383155476018,-0.00378880198001964,-0.00139948795917397
